gender,age,location,category,item,quantity,date,unit_price,total_price
female,19,connacht,electronics,cooker,6,2017-05-27,85.99,515.94
female,41,ulster,computers,asus,2,2017-12-22,984.34,1968.68
female,54,leinster,footwear,adidas,1,2019-04-15,115.99,115.99
male,24,connacht,phones,infinix,1,2017-04-15,340.29,340.29
female,42,leinster,computers,lenovo,3,2019-01-06,827.45,2482.35
female,32,munster,footwear,adidas,6,2019-10-15,115.99,695.94
male,36,ulster,accessories,headphones,9,2019-06-27,225.39,2028.51
female,29,munster,electronics,washing_machine,9,2017-08-27,219.99,1979.91
female,64,ulster,footwear,puma,7,2018-12-04,99.99,699.93
male,24,ulster,phones,iphone,7,2017-09-17,910.99,6376.93
female,46,munster,footwear,puma,7,2018-02-10,99.99,699.93
male,56,leinster,accessories,camera,10,2019-06-08,174.88,1748.80
male,30,leinster,accessories,speakers,2,2019-02-21,78.35,156.70
male,30,munster,footwear,puma,4,2018-12-03,99.99,399.96
male,46,munster,electronics,iron,10,2018-06-28,59.60,596.00
female,60,leinster,accessories,camera,8,2018-10-17,174.88,1399.04
male,29,munster,footwear,puma,7,2018-08-27,99.99,699.93
male,65,munster,electronics,television,9,2018-12-04,185.50,1669.50
female,36,connacht,footwear,adidas,8,2018-01-04,115.99,927.92
male,58,connacht,computers,dell,3,2017-09-15,1323.49,3970.47
male,39,ulster,footwear,adidas,1,2017-04-04,115.99,115.99
male,58,leinster,accessories,headphones,5,2019-04-08,225.39,1126.95
male,62,connacht,electronics,washing_machine,5,2019-05-22,219.99,1099.95
female,42,connacht,computers,apple,4,2017-09-07,1672.99,6691.96
female,63,munster,computers,hp,8,2017-04-28,1082.99,8663.92
female,47,leinster,phones,tecno,7,2017-10-09,300.99,2106.93
female,42,connacht,phones,tecno,8,2018-05-20,300.99,2407.92
female,38,leinster,phones,iphone,5,2018-01-24,910.99,4554.95
female,38,ulster,electronics,bulb,6,2017-10-20,7.99,47.94
female,63,connacht,phones,nokia,2,2017-09-21,420.19,840.38
male,22,connacht,electronics,bulb,1,2018-10-06,7.99,7.99
male,47,munster,footwear,nike,5,2018-12-12,107.92,539.60
female,25,munster,footwear,puma,2,2019-05-20,99.99,199.98
male,63,munster,footwear,adidas,2,2019-02-13,115.99,231.98
female,40,leinster,footwear,adidas,6,2019-04-10,115.99,695.94
female,44,connacht,phones,samsung,6,2018-09-28,890.29,5341.74
female,29,connacht,phones,tecno,4,2017-10-20,300.99,1203.96
female,38,leinster,computers,apple,8,2017-10-20,1672.99,13383.92
male,38,ulster,electronics,fan,4,2019-08-27,24.49,97.96
male,20,connacht,accessories,headphones,10,2019-04-09,225.39,2253.90
female,46,ulster,electronics,fan,2,2019-01-29,24.49,48.98
male,48,munster,electronics,refridgerator,10,2019-05-05,205.99,2059.90
male,32,leinster,computers,asus,5,2019-04-11,984.34,4921.70
female,29,connacht,footwear,adidas,6,2019-07-18,115.99,695.94
male,34,munster,computers,asus,9,2019-08-30,984.34,8859.06
male,20,leinster,accessories,speakers,10,2019-12-12,78.35,783.50
female,19,munster,electronics,television,6,2017-12-16,185.50,1113.00
female,21,connacht,accessories,speakers,7,2018-03-21,78.35,548.45
male,61,leinster,footwear,nike,2,2019-03-15,107.92,215.84
male,31,munster,computers,dell,5,2019-08-28,1323.49,6617.45
female,27,leinster,electronics,iron,2,2017-03-03,59.60,119.20
male,53,leinster,computers,dell,5,2017-09-09,1323.49,6617.45
male,34,leinster,electronics,bulb,8,2017-02-28,7.99,63.92
female,41,munster,phones,nokia,1,2018-05-15,420.19,420.19
male,22,connacht,electronics,washing_machine,9,2018-06-20,219.99,1979.91
male,48,munster,electronics,iron,8,2017-02-15,59.60,476.80
female,57,connacht,accessories,speakers,1,2018-06-24,78.35,78.35
male,60,ulster,accessories,camera,8,2018-12-27,174.88,1399.04
male,47,connacht,accessories,headphones,4,2019-04-25,225.39,901.56
male,59,munster,electronics,refridgerator,6,2017-01-14,205.99,1235.94
female,35,connacht,accessories,speakers,7,2018-12-04,78.35,548.45
male,46,ulster,accessories,speakers,5,2019-05-01,78.35,391.75
male,21,leinster,accessories,headphones,1,2019-11-02,225.39,225.39
female,36,munster,accessories,camera,10,2019-06-19,174.88,1748.80
male,42,ulster,electronics,fan,8,2019-08-28,24.49,195.92
male,23,connacht,electronics,iron,10,2019-10-24,59.60,596.00
female,30,ulster,computers,hp,1,2017-07-04,1082.99,1082.99
male,36,munster,accessories,speakers,5,2017-10-01,78.35,391.75
male,47,connacht,computers,dell,1,2017-04-26,1323.49,1323.49
male,35,leinster,computers,apple,4,2019-05-12,1672.99,6691.96
male,18,ulster,phones,gionee,4,2019-05-09,280.99,1123.96
female,22,leinster,computers,asus,7,2017-08-02,984.34,6890.38
female,60,leinster,accessories,camera,8,2019-05-17,174.88,1399.04
male,53,munster,footwear,nike,6,2018-01-25,107.92,647.52
male,23,munster,footwear,puma,4,2019-08-13,99.99,399.96
female,40,munster,footwear,adidas,2,2017-04-30,115.99,231.98
female,63,ulster,footwear,puma,5,2019-09-26,99.99,499.95
male,24,munster,computers,apple,1,2019-08-20,1672.99,1672.99
male,23,connacht,footwear,nike,2,2017-01-22,107.92,215.84
female,18,leinster,accessories,headphones,3,2017-10-01,225.39,676.17
female,36,munster,accessories,headphones,2,2017-05-16,225.39,450.78
female,26,munster,phones,infinix,9,2019-01-24,340.29,3062.61
male,51,ulster,footwear,nike,10,2019-04-23,107.92,1079.20
female,36,connacht,computers,hp,7,2018-04-03,1082.99,7580.93
male,53,connacht,accessories,camera,7,2017-10-03,174.88,1224.16
female,45,connacht,computers,hp,9,2018-05-15,1082.99,9746.91
female,50,connacht,accessories,camera,6,2017-10-26,174.88,1049.28
male,23,ulster,accessories,speakers,9,2019-06-26,78.35,705.15
female,58,leinster,electronics,refridgerator,1,2018-03-30,205.99,205.99
female,27,ulster,footwear,nike,9,2017-09-08,107.92,971.28
female,39,leinster,accessories,camera,10,2017-09-25,174.88,1748.80
female,19,leinster,computers,dell,8,2018-06-14,1323.49,10587.92
female,45,connacht,accessories,camera,1,2018-11-10,174.88,174.88
male,40,ulster,computers,hp,2,2019-04-06,1082.99,2165.98
male,38,leinster,footwear,nike,4,2017-06-18,107.92,431.68
female,25,connacht,computers,dell,10,2019-12-29,1323.49,13234.90
female,37,munster,footwear,nike,6,2019-02-24,107.92,647.52
male,45,leinster,computers,asus,5,2019-09-23,984.34,4921.70
male,32,connacht,footwear,nike,5,2018-03-25,107.92,539.60
female,30,connacht,accessories,camera,9,2019-06-26,174.88,1573.92
male,52,ulster,phones,samsung,5,2019-02-24,890.29,4451.45
male,20,munster,accessories,headphones,1,2018-01-05,225.39,225.39
male,51,munster,accessories,headphones,3,2017-01-20,225.39,676.17
female,53,munster,computers,hp,5,2017-08-29,1082.99,5414.95
female,21,munster,phones,gionee,3,2017-02-22,280.99,842.97
female,33,munster,electronics,washing_machine,1,2019-05-29,219.99,219.99
female,33,connacht,footwear,nike,6,2019-03-21,107.92,647.52
male,41,munster,accessories,camera,1,2017-11-26,174.88,174.88
male,45,connacht,footwear,puma,4,2019-12-17,99.99,399.96
male,35,leinster,computers,dell,7,2019-12-18,1323.49,9264.43
female,39,leinster,footwear,adidas,10,2018-06-17,115.99,1159.90
male,26,leinster,electronics,iron,8,2018-08-18,59.60,476.80
female,48,connacht,phones,gionee,9,2019-04-02,280.99,2528.91
male,44,ulster,accessories,headphones,7,2018-07-18,225.39,1577.73
male,19,munster,electronics,cooker,9,2018-11-21,85.99,773.91
male,22,leinster,computers,asus,8,2017-03-29,984.34,7874.72
male,63,munster,phones,samsung,8,2017-08-21,890.29,7122.32
female,29,ulster,accessories,headphones,8,2017-01-09,225.39,1803.12
female,58,munster,accessories,headphones,8,2018-02-24,225.39,1803.12
female,37,connacht,footwear,puma,3,2019-02-24,99.99,299.97
male,18,munster,footwear,nike,4,2017-02-22,107.92,431.68
male,35,munster,footwear,puma,2,2019-07-31,99.99,199.98
female,45,connacht,accessories,speakers,1,2017-07-30,78.35,78.35
female,46,leinster,footwear,nike,2,2019-12-29,107.92,215.84
female,21,connacht,computers,lenovo,3,2018-12-02,827.45,2482.35
male,34,leinster,accessories,headphones,6,2017-04-09,225.39,1352.34
female,27,ulster,computers,hp,4,2017-04-03,1082.99,4331.96
male,23,connacht,electronics,refridgerator,6,2018-01-04,205.99,1235.94
male,54,munster,computers,apple,1,2017-04-07,1672.99,1672.99
male,60,ulster,phones,iphone,2,2017-09-10,910.99,1821.98
female,34,ulster,phones,gionee,1,2018-05-25,280.99,280.99
female,60,munster,footwear,adidas,4,2018-08-16,115.99,463.96
female,62,munster,accessories,camera,6,2018-02-25,174.88,1049.28
female,40,ulster,accessories,headphones,3,2019-02-09,225.39,676.17
female,52,ulster,computers,dell,10,2017-07-27,1323.49,13234.90
female,59,leinster,footwear,adidas,1,2018-05-23,115.99,115.99
male,23,connacht,computers,dell,6,2017-05-16,1323.49,7940.94
female,33,munster,phones,huawei,3,2018-07-09,750.99,2252.97
female,28,munster,computers,hp,8,2017-10-25,1082.99,8663.92
male,32,leinster,phones,tecno,4,2017-07-02,300.99,1203.96
female,31,leinster,computers,lenovo,10,2017-09-20,827.45,8274.50
male,32,leinster,phones,tecno,9,2018-04-12,300.99,2708.91
male,47,ulster,computers,apple,5,2018-01-29,1672.99,8364.95
male,50,leinster,electronics,cooker,1,2019-08-04,85.99,85.99
female,35,leinster,accessories,speakers,8,2019-09-17,78.35,626.80
female,62,connacht,footwear,adidas,1,2017-04-12,115.99,115.99
female,64,leinster,accessories,speakers,7,2019-10-22,78.35,548.45
female,48,munster,phones,huawei,2,2017-05-17,750.99,1501.98
male,26,connacht,footwear,nike,9,2019-08-29,107.92,971.28
female,62,leinster,phones,tecno,1,2019-08-02,300.99,300.99
female,38,leinster,footwear,adidas,2,2017-06-19,115.99,231.98
male,41,munster,phones,infinix,2,2017-12-13,340.29,680.58
female,37,connacht,electronics,fan,5,2019-08-21,24.49,122.45
male,60,munster,phones,infinix,5,2019-03-12,340.29,1701.45
male,37,connacht,computers,apple,4,2019-08-31,1672.99,6691.96
male,18,connacht,electronics,cooker,5,2017-07-20,85.99,429.95
male,64,munster,phones,gionee,7,2018-03-07,280.99,1966.93
male,22,connacht,accessories,speakers,9,2019-07-05,78.35,705.15
female,25,ulster,footwear,nike,7,2017-02-06,107.92,755.44
male,64,leinster,accessories,headphones,7,2017-01-16,225.39,1577.73
female,63,connacht,electronics,television,1,2017-01-18,185.50,185.50
female,47,munster,computers,apple,6,2018-06-05,1672.99,10037.94
male,19,leinster,computers,hp,7,2017-09-30,1082.99,7580.93
male,35,connacht,computers,dell,10,2019-10-08,1323.49,13234.90
male,25,connacht,phones,tecno,1,2019-01-29,300.99,300.99
male,25,munster,footwear,nike,4,2017-08-24,107.92,431.68
female,37,munster,phones,infinix,6,2017-03-17,340.29,2041.74
male,31,leinster,phones,iphone,3,2019-05-02,910.99,2732.97
male,42,leinster,accessories,headphones,10,2019-09-01,225.39,2253.90
male,28,munster,footwear,adidas,10,2018-01-07,115.99,1159.90
female,25,ulster,accessories,speakers,4,2019-03-08,78.35,313.40
female,31,ulster,phones,samsung,5,2018-02-17,890.29,4451.45
male,23,munster,accessories,camera,8,2019-11-28,174.88,1399.04
female,62,ulster,footwear,nike,3,2018-02-19,107.92,323.76
female,64,ulster,accessories,headphones,4,2018-09-28,225.39,901.56
male,19,leinster,electronics,cooker,2,2017-12-20,85.99,171.98
female,30,connacht,phones,infinix,10,2018-08-22,340.29,3402.90
female,47,ulster,footwear,nike,2,2018-05-02,107.92,215.84
female,31,ulster,electronics,television,6,2019-01-06,185.50,1113.00
male,53,munster,accessories,speakers,5,2017-06-02,78.35,391.75
male,27,leinster,electronics,refridgerator,5,2018-09-24,205.99,1029.95
female,42,munster,phones,infinix,9,2018-09-05,340.29,3062.61
female,38,connacht,accessories,headphones,6,2017-01-04,225.39,1352.34
female,19,ulster,footwear,adidas,4,2019-05-08,115.99,463.96
female,53,leinster,phones,iphone,8,2018-05-11,910.99,7287.92
female,31,munster,phones,infinix,6,2018-02-17,340.29,2041.74
male,46,leinster,accessories,speakers,8,2017-07-12,78.35,626.80
male,60,connacht,phones,infinix,5,2018-09-29,340.29,1701.45
female,65,munster,phones,tecno,8,2019-01-28,300.99,2407.92
male,37,munster,computers,asus,2,2019-10-13,984.34,1968.68
female,20,connacht,electronics,television,6,2019-02-07,185.50,1113.00
female,34,leinster,footwear,nike,2,2019-06-08,107.92,215.84
female,51,leinster,footwear,nike,3,2017-03-24,107.92,323.76
female,44,connacht,phones,infinix,5,2018-12-15,340.29,1701.45
female,19,connacht,footwear,nike,7,2018-05-30,107.92,755.44
female,30,connacht,accessories,speakers,6,2017-06-11,78.35,470.10
female,41,ulster,electronics,bulb,1,2019-10-23,7.99,7.99
female,51,leinster,electronics,bulb,7,2019-08-21,7.99,55.93
female,26,ulster,accessories,camera,3,2017-08-05,174.88,524.64
male,46,munster,footwear,nike,5,2018-03-17,107.92,539.60
female,29,munster,accessories,speakers,9,2018-03-01,78.35,705.15
male,26,leinster,footwear,puma,8,2019-07-21,99.99,799.92
male,26,leinster,accessories,headphones,2,2019-09-05,225.39,450.78
male,39,ulster,computers,apple,7,2018-07-05,1672.99,11710.93
female,54,ulster,electronics,cooker,7,2019-09-18,85.99,601.93
male,53,leinster,accessories,headphones,3,2018-04-01,225.39,676.17
male,65,munster,phones,infinix,6,2017-09-26,340.29,2041.74
female,31,ulster,footwear,puma,3,2017-08-30,99.99,299.97
male,56,connacht,electronics,refridgerator,1,2019-08-13,205.99,205.99
male,18,connacht,electronics,bulb,3,2018-08-16,7.99,23.97
female,59,connacht,footwear,adidas,1,2018-05-16,115.99,115.99
female,28,ulster,electronics,fan,1,2019-03-31,24.49,24.49
male,56,connacht,computers,dell,3,2019-01-06,1323.49,3970.47
male,32,ulster,footwear,adidas,6,2019-04-23,115.99,695.94
female,36,leinster,electronics,washing_machine,7,2017-03-03,219.99,1539.93
male,21,leinster,phones,infinix,2,2017-08-28,340.29,680.58
male,47,connacht,computers,asus,10,2019-10-03,984.34,9843.40
male,43,connacht,computers,hp,3,2017-08-30,1082.99,3248.97
female,42,connacht,phones,nokia,8,2018-09-30,420.19,3361.52
female,63,munster,electronics,television,7,2018-02-17,185.50,1298.50
female,48,ulster,footwear,puma,3,2019-10-13,99.99,299.97
female,25,leinster,accessories,speakers,4,2019-09-06,78.35,313.40
female,61,leinster,accessories,speakers,6,2017-10-29,78.35,470.10
male,32,ulster,computers,hp,9,2017-02-19,1082.99,9746.91
female,50,leinster,computers,hp,10,2019-03-11,1082.99,10829.90
female,52,munster,accessories,headphones,1,2017-12-01,225.39,225.39
female,49,munster,accessories,speakers,8,2019-01-16,78.35,626.80
male,63,ulster,phones,infinix,2,2017-05-18,340.29,680.58
male,50,munster,phones,infinix,2,2017-02-14,340.29,680.58
female,32,leinster,accessories,camera,3,2019-10-04,174.88,524.64
male,28,munster,computers,apple,7,2018-04-26,1672.99,11710.93
male,54,connacht,electronics,television,6,2018-08-13,185.50,1113.00
female,32,connacht,phones,tecno,6,2019-09-19,300.99,1805.94
male,56,munster,accessories,camera,9,2019-07-19,174.88,1573.92
male,28,connacht,computers,dell,5,2018-07-31,1323.49,6617.45
female,47,leinster,electronics,refridgerator,6,2018-04-05,205.99,1235.94
male,46,munster,accessories,camera,9,2017-01-17,174.88,1573.92
male,58,connacht,footwear,adidas,7,2018-06-19,115.99,811.93
male,56,ulster,computers,lenovo,3,2018-06-24,827.45,2482.35
male,54,munster,accessories,camera,10,2017-12-22,174.88,1748.80
female,62,leinster,phones,huawei,7,2018-01-19,750.99,5256.93
male,48,munster,computers,asus,9,2019-06-06,984.34,8859.06
male,59,leinster,computers,lenovo,1,2017-09-06,827.45,827.45
male,47,leinster,computers,asus,10,2017-12-18,984.34,9843.40
female,30,connacht,accessories,camera,1,2019-09-21,174.88,174.88
male,28,connacht,electronics,iron,10,2017-10-09,59.60,596.00
female,54,munster,accessories,camera,2,2017-01-31,174.88,349.76
female,50,connacht,footwear,adidas,4,2017-07-04,115.99,463.96
male,62,leinster,electronics,washing_machine,3,2017-03-26,219.99,659.97
male,64,connacht,electronics,cooker,7,2019-07-09,85.99,601.93
female,24,connacht,computers,dell,9,2018-07-23,1323.49,11911.41
female,21,munster,electronics,fan,2,2019-01-24,24.49,48.98
male,25,munster,computers,asus,6,2017-05-31,984.34,5906.04
male,51,ulster,phones,samsung,2,2017-10-28,890.29,1780.58
male,43,connacht,accessories,speakers,4,2018-01-26,78.35,313.40
male,37,leinster,accessories,headphones,9,2017-03-01,225.39,2028.51
female,59,connacht,phones,iphone,10,2018-07-26,910.99,9109.90
male,22,munster,computers,lenovo,10,2018-06-02,827.45,8274.50
male,36,leinster,accessories,camera,5,2018-02-28,174.88,874.40
female,24,ulster,phones,samsung,5,2018-12-08,890.29,4451.45
female,30,munster,footwear,puma,6,2017-01-27,99.99,599.94
female,33,connacht,phones,infinix,3,2019-12-18,340.29,1020.87
female,41,leinster,phones,iphone,8,2018-05-26,910.99,7287.92
female,42,connacht,electronics,iron,8,2019-12-08,59.60,476.80
female,42,connacht,footwear,adidas,5,2018-12-10,115.99,579.95
male,27,leinster,electronics,iron,9,2019-05-21,59.60,536.40
male,51,munster,footwear,adidas,3,2019-01-31,115.99,347.97
male,45,ulster,electronics,bulb,2,2019-03-28,7.99,15.98
male,39,ulster,accessories,camera,10,2017-05-18,174.88,1748.80
female,58,leinster,phones,gionee,1,2018-03-11,280.99,280.99
male,19,ulster,phones,tecno,2,2019-06-19,300.99,601.98
female,42,leinster,phones,nokia,6,2017-08-12,420.19,2521.14
female,57,leinster,electronics,fan,2,2019-06-11,24.49,48.98
male,30,connacht,electronics,fan,6,2017-12-18,24.49,146.94
male,47,leinster,accessories,headphones,2,2019-11-16,225.39,450.78
male,21,leinster,computers,dell,9,2019-03-05,1323.49,11911.41
male,61,ulster,computers,asus,7,2017-02-09,984.34,6890.38
female,30,munster,electronics,refridgerator,5,2018-02-15,205.99,1029.95
male,37,connacht,computers,lenovo,6,2017-05-19,827.45,4964.70
female,39,connacht,footwear,adidas,4,2017-02-17,115.99,463.96
female,26,munster,phones,nokia,2,2017-07-20,420.19,840.38
female,20,leinster,footwear,adidas,10,2017-08-22,115.99,1159.90
male,49,leinster,phones,tecno,2,2017-09-02,300.99,601.98
male,58,munster,computers,lenovo,8,2019-07-13,827.45,6619.60
female,40,munster,footwear,nike,8,2017-10-16,107.92,863.36
male,57,munster,computers,apple,10,2019-10-30,1672.99,16729.90
female,22,connacht,footwear,nike,10,2019-07-06,107.92,1079.20
male,36,munster,computers,lenovo,9,2018-02-25,827.45,7447.05
male,23,leinster,accessories,speakers,9,2018-08-22,78.35,705.15
male,23,munster,phones,infinix,1,2017-06-26,340.29,340.29
female,20,ulster,footwear,puma,3,2019-12-16,99.99,299.97
male,58,munster,computers,hp,3,2019-04-01,1082.99,3248.97
male,65,munster,accessories,speakers,4,2019-09-20,78.35,313.40
male,30,connacht,electronics,washing_machine,3,2018-04-12,219.99,659.97
female,24,connacht,phones,infinix,5,2019-02-04,340.29,1701.45
female,53,ulster,phones,samsung,4,2018-08-17,890.29,3561.16
male,56,munster,computers,hp,4,2017-06-24,1082.99,4331.96
female,52,munster,electronics,refridgerator,7,2018-10-29,205.99,1441.93
male,46,leinster,computers,lenovo,9,2019-10-10,827.45,7447.05
female,52,connacht,footwear,puma,7,2017-10-06,99.99,699.93
female,35,ulster,electronics,refridgerator,1,2017-10-21,205.99,205.99
male,32,connacht,electronics,bulb,10,2017-05-24,7.99,79.90
female,60,connacht,phones,iphone,2,2019-03-13,910.99,1821.98
female,36,ulster,footwear,nike,9,2018-07-28,107.92,971.28
male,19,connacht,phones,huawei,6,2019-07-07,750.99,4505.94
male,62,munster,electronics,iron,3,2019-06-18,59.60,178.80
female,55,leinster,footwear,puma,1,2019-10-26,99.99,99.99
male,23,munster,computers,hp,5,2017-06-19,1082.99,5414.95
female,23,leinster,electronics,iron,6,2018-01-17,59.60,357.60
male,60,ulster,electronics,iron,5,2019-08-15,59.60,298.00
male,43,ulster,phones,nokia,4,2018-08-09,420.19,1680.76
male,57,leinster,footwear,adidas,4,2017-11-20,115.99,463.96
male,22,munster,electronics,iron,5,2018-04-12,59.60,298.00
female,60,ulster,phones,gionee,10,2018-10-28,280.99,2809.90
male,62,leinster,footwear,nike,1,2018-02-14,107.92,107.92
male,64,ulster,footwear,puma,3,2017-06-10,99.99,299.97
female,49,connacht,footwear,nike,7,2019-11-22,107.92,755.44
male,29,leinster,phones,gionee,9,2017-03-18,280.99,2528.91
male,38,connacht,phones,iphone,9,2018-08-14,910.99,8198.91
male,47,munster,accessories,speakers,4,2018-06-06,78.35,313.40
male,18,connacht,computers,asus,6,2019-09-10,984.34,5906.04
male,53,ulster,phones,tecno,6,2017-05-01,300.99,1805.94
male,57,connacht,accessories,camera,8,2019-11-18,174.88,1399.04
male,45,munster,accessories,headphones,7,2017-05-23,225.39,1577.73
female,62,leinster,phones,nokia,7,2018-03-02,420.19,2941.33
male,58,munster,accessories,camera,2,2018-09-18,174.88,349.76
female,35,munster,electronics,television,9,2019-08-21,185.50,1669.50
male,28,ulster,phones,samsung,7,2018-10-15,890.29,6232.03
female,43,munster,phones,nokia,6,2019-02-13,420.19,2521.14
female,19,ulster,phones,infinix,1,2019-12-07,340.29,340.29
female,26,leinster,accessories,speakers,5,2018-09-14,78.35,391.75
female,42,connacht,electronics,television,1,2019-05-02,185.50,185.50
female,38,connacht,computers,hp,7,2017-01-06,1082.99,7580.93
female,51,leinster,phones,huawei,9,2018-09-29,750.99,6758.91
female,51,leinster,electronics,washing_machine,5,2017-11-26,219.99,1099.95
female,53,leinster,phones,huawei,1,2019-08-01,750.99,750.99
male,58,connacht,phones,infinix,10,2019-07-14,340.29,3402.90
female,62,ulster,computers,lenovo,6,2018-04-01,827.45,4964.70
male,60,munster,accessories,speakers,8,2019-11-29,78.35,626.80
male,52,munster,footwear,puma,8,2018-06-15,99.99,799.92
male,32,connacht,computers,asus,6,2017-04-12,984.34,5906.04
female,33,leinster,accessories,headphones,10,2018-04-04,225.39,2253.90
female,33,connacht,footwear,nike,2,2018-02-09,107.92,215.84
male,33,munster,footwear,adidas,8,2017-11-15,115.99,927.92
male,27,leinster,computers,apple,5,2019-09-20,1672.99,8364.95
male,27,ulster,footwear,adidas,1,2018-04-27,115.99,115.99
male,47,ulster,electronics,bulb,6,2017-04-23,7.99,47.94
female,43,leinster,electronics,iron,2,2017-01-18,59.60,119.20
male,19,connacht,phones,nokia,6,2017-11-21,420.19,2521.14
female,65,connacht,phones,huawei,3,2019-07-01,750.99,2252.97
male,32,connacht,computers,dell,9,2017-12-03,1323.49,11911.41
female,65,leinster,electronics,cooker,4,2018-10-31,85.99,343.96
female,39,connacht,accessories,speakers,1,2018-12-21,78.35,78.35
female,48,ulster,footwear,nike,6,2019-09-23,107.92,647.52
female,62,ulster,electronics,fan,3,2017-03-01,24.49,73.47
male,24,connacht,electronics,washing_machine,7,2018-07-01,219.99,1539.93
male,48,munster,electronics,bulb,5,2019-08-18,7.99,39.95
female,27,connacht,electronics,washing_machine,6,2018-03-16,219.99,1319.94
male,49,connacht,accessories,headphones,1,2019-06-07,225.39,225.39
female,44,leinster,accessories,camera,3,2018-02-06,174.88,524.64
female,44,munster,footwear,nike,5,2018-04-08,107.92,539.60
male,26,leinster,electronics,television,6,2018-02-18,185.50,1113.00
female,62,munster,computers,dell,7,2018-04-15,1323.49,9264.43
male,34,connacht,computers,dell,3,2019-11-25,1323.49,3970.47
male,46,munster,footwear,adidas,10,2017-03-09,115.99,1159.90
male,55,leinster,electronics,bulb,4,2018-05-31,7.99,31.96
female,65,munster,electronics,washing_machine,5,2018-07-20,219.99,1099.95
female,52,leinster,computers,dell,6,2017-10-06,1323.49,7940.94
male,63,munster,computers,dell,10,2019-06-22,1323.49,13234.90
male,24,leinster,phones,nokia,2,2018-09-06,420.19,840.38
female,19,leinster,footwear,nike,6,2017-11-08,107.92,647.52
female,60,leinster,footwear,puma,10,2018-03-27,99.99,999.90
female,49,leinster,computers,apple,6,2019-07-08,1672.99,10037.94
female,53,munster,footwear,adidas,8,2018-06-18,115.99,927.92
male,57,munster,computers,lenovo,1,2018-07-28,827.45,827.45
male,49,ulster,accessories,camera,8,2017-07-18,174.88,1399.04
female,57,ulster,phones,nokia,7,2017-12-14,420.19,2941.33
male,20,leinster,phones,gionee,4,2017-07-24,280.99,1123.96
female,36,leinster,footwear,puma,2,2019-04-01,99.99,199.98
female,48,connacht,phones,iphone,4,2018-05-26,910.99,3643.96
female,62,connacht,electronics,bulb,6,2017-01-08,7.99,47.94
male,63,ulster,phones,tecno,7,2017-02-28,300.99,2106.93
male,21,munster,accessories,camera,9,2017-12-10,174.88,1573.92
male,50,connacht,accessories,camera,8,2019-04-16,174.88,1399.04
male,48,munster,electronics,cooker,7,2018-04-27,85.99,601.93
male,64,ulster,electronics,fan,8,2019-07-28,24.49,195.92
male,55,munster,accessories,camera,7,2018-07-22,174.88,1224.16
female,42,connacht,computers,lenovo,10,2017-05-03,827.45,8274.50
male,46,connacht,phones,huawei,9,2017-08-26,750.99,6758.91
male,25,ulster,computers,apple,8,2018-11-01,1672.99,13383.92
male,18,munster,phones,tecno,1,2019-12-01,300.99,300.99
male,23,leinster,phones,gionee,1,2018-11-18,280.99,280.99
male,41,ulster,accessories,speakers,3,2019-08-03,78.35,235.05
female,56,munster,electronics,washing_machine,10,2019-06-21,219.99,2199.90
male,36,leinster,computers,asus,9,2019-12-18,984.34,8859.06
female,46,munster,electronics,fan,1,2017-04-26,24.49,24.49
male,21,ulster,footwear,nike,5,2017-04-25,107.92,539.60
female,46,ulster,computers,lenovo,6,2017-05-07,827.45,4964.70
male,45,ulster,footwear,nike,5,2017-02-27,107.92,539.60
female,49,ulster,computers,apple,4,2019-11-09,1672.99,6691.96
male,45,ulster,electronics,washing_machine,5,2019-07-20,219.99,1099.95
male,56,ulster,computers,asus,6,2017-05-03,984.34,5906.04
male,57,munster,electronics,fan,6,2017-04-19,24.49,146.94
male,26,munster,computers,lenovo,6,2018-10-14,827.45,4964.70
male,33,leinster,phones,samsung,5,2019-05-24,890.29,4451.45
male,36,munster,phones,samsung,9,2019-05-18,890.29,8012.61
female,27,ulster,phones,huawei,4,2018-04-12,750.99,3003.96
male,56,ulster,footwear,adidas,8,2017-12-06,115.99,927.92
female,61,munster,accessories,headphones,1,2018-11-02,225.39,225.39
female,38,ulster,accessories,speakers,5,2017-04-03,78.35,391.75
female,26,munster,electronics,refridgerator,6,2017-05-17,205.99,1235.94
male,31,leinster,accessories,headphones,5,2017-12-29,225.39,1126.95
male,65,munster,computers,dell,2,2017-07-20,1323.49,2646.98
male,36,connacht,phones,infinix,3,2018-05-16,340.29,1020.87
male,60,munster,footwear,adidas,9,2017-10-02,115.99,1043.91
female,22,leinster,accessories,headphones,10,2017-05-05,225.39,2253.90
female,48,leinster,phones,infinix,7,2017-01-18,340.29,2382.03
female,64,leinster,footwear,nike,10,2017-04-04,107.92,1079.20
female,25,connacht,accessories,headphones,2,2017-07-12,225.39,450.78
male,52,leinster,accessories,headphones,3,2018-11-29,225.39,676.17
female,32,ulster,phones,tecno,8,2019-08-11,300.99,2407.92
female,59,munster,electronics,cooker,6,2019-01-14,85.99,515.94
male,59,ulster,accessories,camera,10,2017-03-29,174.88,1748.80
male,60,ulster,phones,nokia,5,2019-04-02,420.19,2100.95
male,25,leinster,electronics,washing_machine,7,2017-11-16,219.99,1539.93
male,34,ulster,electronics,bulb,8,2019-06-28,7.99,63.92
female,22,connacht,computers,dell,10,2018-07-15,1323.49,13234.90
female,25,ulster,computers,dell,1,2018-04-10,1323.49,1323.49
